year,player,pff_id
2019,JuanCarlos Santana,320
2019,Steven Williams,263
2019,Mohamed Jabbie,278
2019,Artavis Pierce,265
2019,Billy Bob Humphreys,285
2019,Anthony D. Taylor,314
2019,Ray Davis,306
2019,Benny LeMay,136
2019,Tobias Oliver,176
2019,Jess Trussell,330
2019,Keyon Henry-Brooks,333
2019,Jordan Byrd,284
2019,CJ Williams,237
2019,Austin Ogunmakin,251
2019,Jabir Daughtry-Frye,318
2019,Erik Krommenhoek,326
2019,Adam Prentice,144
2019,Keoni-Kordell Makekau,237
2019,Jaqwis Dancy,208
2019,Ishod Byarm,136
2019,Terelle West,224
2019,Traveon Samuel,218
2019,Elijah Davis,263
2019,Tre Odoms-Dukes,327
2019,Hunter Bergeron,207
2019,Sammy Wheeler,199
2019,Cameron Sullivan-Brown,266
2019,Turon Ivy Jr.,190
2019,Tre Adams,109
2019,Devante Peete,210
2019,Houston Heimuli,300
2019,Jay Symonds,300
2019,Jay Urich,289
2019,Cody Rudy,117
2019,Lesley Dalger,101
2019,Gilberto Torres,216
2019,Nathan Cottrell,176
2019,Tate Martell,220
2019,Demetrius Davis,321
2019,Forest McKee,330
2019,Tory Carter,211
2019,Taven Birdow,101
2019,James Tupou,330
2019,Spencer Nigh,115
2019,Dalton Adkison,318
2019,Tauskie Dove,229
2019,Nahshon Ellerbe,275
2019,Joey Carroll,122
2019,Jayy McDonald,224
2019,Maurice Massey,229
2019,Kay'Ron Lynch-Adams,278
2019,BJ Alexander,202
2019,Bryce Kirtz,256
2019,Tanner Matthews,237
2019,Chuck Davis,335
2019,Isaiah Hazel,215
2019,Jair Hawkins-Anderson,176
2019,Jaylin Jackson,163
2019,Skylor Clinton,321
2019,Isaiah Miranda,121
2019,Donavon Hickman,209
2019,Jacob Adams,208
2019,Devon Jackson,224
2019,Joeseph Sewell,224
2019,Koby Bullard,118
2019,Jackson Gleeson,118
2019,Isaiah Montgomery,307
2019,Camron Horry,312
2019,Chris Herron,199
2019,Jonathan Sanchez,275
2019,Brandon LaBrie,221
2019,Chris'Seon Stringer,316
2019,Spencer Roe,198
2019,Ryan Lynch,144
2019,TK McLendon Jr.,211
2019,Tyler Carr,315
2019,Abe Anderson,320
2019,Javon Ivory,218
2019,Nelson Smith,237
2019,Caqavouis Berryhill,327
2019,Timothy Jackson,101
2019,Malik Wesley,325
2019,Patrick McKaufman,262
2019,Adam Berghorst,223
2019,Malik Tyson,166
2019,Nick Szpor,351
2019,Najeh Baker,316
2020,Woody Marks,227
2020,Reggie Todd,318
2020,JuanCarlos Santana,320
2020,Javon Ivory,218
2020,Austin Ogunmakin,251
2020,Tauskie Dove,229
2020,Jayshon Jackson,138
2020,CJ Marable,141
2020,Pokey Wilson,167
2020,Tre Odoms-Dukes,327
2020,Trevis Graham ,314
2020,Keyon Henry-Brooks,333
2020,Joshua Fleeks,118
2020,Jovany Ruiz-Navarro,126
2020,B.J. Casteel,109
2020,La'Vontae Shenault,143
2020,Tony Grimes Jr.,102
2020,CJ Williams,237
2020,Cody Rudy,117
2020,DJ Render,199
2020,Ray Davis,306
2020,BJ Alexander,165
2020,Jayy McDonald,224
2020,Samuel Brown,343
2020,Sammy Wheeler,199
2020,Christan Horn,108
2020,Erik Krommenhoek,326
2020,Juwaun Price,242
2020,Michael Brown Stephens,225
2020,Kam Brown,324
2020,Jordan Byrd,284
2020,Tory Carter,211
2020,Kay'Ron Lynch-Adams,278
2020,Myles Fells,237
2020,Stephon Robinson Jr.,198
2020,Moochie Dixon,311
2020,Hunter Bergeron,207
2020,Jack Coco,176
2020,Jacob Adams,208
2020,Ja'Quavion Fraziars,163
2020,Billy Bob Humphreys,285
2020,Jeremiah Fails,346
2020,Charlie Norman,209
2020,Carlinos Acie,237
2020,Ja'Mori Maclin,229
2020,Adam Prentice,289
2020,Jorden Gidrey,101
2020,Zamar Wise,216
2020,Isaac James-Gray,117
2020,Ja'Darion Smith,242
2020,Leonard Parker,327
2020,Cameron Sullivan-Brown,266
2020,Maceo Donald,156
2020,Pat Hughes,207
2020,Joshua Youngblood,278
2020,Keith Davis,110
2020,Jefftey Joseph,165
2020,Damon Ward Jr.,251
2020,Valen Jones,109
2020,Tyler Baylor,215
2020,Caqavouis Berryhill,327
2020,Adam Berghorst,223
2020,Ja'Kori Morgan,182
2020,Marcell Gleaton,237
2020,D.J. Taylor,110
2020,Mason Laurence,245
2020,Devon High,237
2020,Ay'Jaun Marshall,114
2020,Chip Trayanum,110
2020,Lane Lunt,128
2020,Aidan Lee,130
2020,Billy Ward,176
2020,Hunter Kaufman,198
2020,Marcellus Crutchfield,261
2020,Drew McQuarrie,121
2020,Paxton Anderson,311
2020,Quardraiz Wadley,330
2020,Bryce Childress,318
2020,DJ Thomas-Jones,226
2020,Corbin Blanchard,101
2020,Donivan Wright,160
2020,Seth Meador,101
2020,Joshua Hardeman,351
2020,Kwesi Evans,306
2021,Jayshon Jackson,117
2021,Woody Marks,227
2021,JuanCarlos Santana,320
2021,Stephon Robinson Jr.,256
2021,Tauskie Dove,229
2021,B.J. Casteel,109
2021,Javon Ivory,218
2021,Juwaun Price,242
2021,Michael Brown Stephens,225
2021,Joshua Hardeman,351
2021,Pokey Wilson,167
2021,Reggie Todd,318
2021,Trevis Graham ,314
2021,Ty Jones,169
2021,DJ Collins,140
2021,Cody Rudy,117
2021,JP Richardson,262
2021,John Rhys Plumlee,226
2021,Stone Smartt,263
2021,Scoobie Ford,227
2021,Tony Grimes Jr.,102
2021,Sammy Wheeler,199
2021,JJ Hester,229
2021,Kilinahe Mendiola-Jensen,325
2021,Erik Krommenhoek,326
2021,Trey Cooley,210
2021,Rontavius Groves,314
2021,Moochie Dixon,311
2021,Tay Lanier,241
2021,Jordan Byrd,284
2021,Jacob Rodriguez,335
2021,Shemar Thornton,166
2021,Cameron Sullivan-Brown,266
2021,Donnovan Moorer,314
2021,Christan Horn,108
2021,Justin Richard Baker,130
2021,Jovany Ruiz-Navarro,126
2021,Ja'Quavion Fraziars,163
2021,La'Vontae Shenault,143
2021,Kay'Ron Lynch-Adams,216
2021,Elijah Davis,263
2021,Jairus Mack,136
2021,Joshua Fleeks,118
2021,EJ Wilson Jr.,166
2021,Jacob Adams,208
2021,Shaun Grayson,325
2021,Trilion Coles,323
2021,Carlinos Acie,237
2021,Karate Brenson,117
2021,Hunter Bergeron,207
2021,James Ziglor III,333
2021,Ray Davis,333
2021,Chip Trayanum,110
2021,Chauncey Magwood,202
2021,Jay Ducker,254
2021,Bradley Rozner,275
2021,Jake Orlando,216
2021,Cjay Boone,241
2021,Chancellor Brewington,238
2021,Loronzo Thompson,251
2021,D'Wayne Crawford,206
2021,Aramoni Rhone,259
2021,Ay'Jaun Marshall,114
2021,Monte Watkins,305
2021,Hekili Keliiliki,180
2021,Alex Enders,316
2021,Samuel Brown,343
2021,Jack Vecchi,264
2021,Jessie Parson III,278
2021,Ahmirr Robinson,278
2021,Sawyer Racanelli,340
2021,Caden Blum,101
2021,Sahmir Hagans,154
2021,Christian Greene,339
2021,Jack Colletto,265
2021,D.J. Stepney,134
2021,Mason King,254
2021,J.Michael Sturdivant,130
2021,Jabez Tinae,340
2021,Ja'Mori Maclin,229
2021,Nick Elksnis,163
2021,DJ Thomas-Jones,226
2021,Brayden Monday,206
2021,Ed Ogle,206
2021,Quardraiz Wadley,330
2021,Charlie Norman,209
2021,Chance La Chapelle,285
2021,CJ Tate,262
2021,Jordan Johnson,323
2021,Michael Fox,248
2021,Darius Bush,146
2021,Don Munnerlyn,278
2021,Preston Bacon,256
2021,Billy Ward,176
2021,Noah Robinson,263
2021,Zach Russell,122
2021,Donta Armstrong,136
2021,Keenan Brown,144
2021,Joah Flores,241
2021,Kenyon Jackson,312
2021,Matt Torey,222
2021,Derik LeCaptain,225
2021,Khmari Thompson,187
2021,Jack Coco,176
2021,Bryce Profitt,102
2021,Cole Blaker,337
2021,Alec Ward,134
2021,AJ Harrison,316
2021,Colt Atkinson,261
2022,Jayshon Jackson,117
2022,J. Michael Sturdivant,130
2022,JuanCarlos Santana,320
2022,OJ Hiliare,122
2022,B.J. Casteel,239
2022,JP Richardson,262
2022,Bradley Rozner,275
2022,Javon Ivory,218
2022,Joshua Hardeman,351
2022,Samuel Brown,182
2022,Woody Marks,227
2022,Chuck Montgomery,214
2022,Shemar Thornton,254
2022,Christan Horn,108
2022,Sahmir Hagans,154
2022,Cameron Sullivan-Brown,216
2022,Pokey Wilson,167
2022,DJ Thomas-Jones,288
2022,Rontavius Groves,314
2022,Moochie Dixon,287
2022,DeaJaun McDougle,319
2022,Michael Brown Stephens,225
2022,Ray Davis,333
2022,Tauskie Dove,229
2022,Ja'Mori Maclin,251
2022,Joseph Griffin Jr.,121
2022,Dash Luke,209
2022,Quaterrius Tolbert,224
2022,Donnovan Moorer,314
2022,EJ Wilson Jr.,166
2022,Devaughn Mortimer,209
2022,JR Wilson,335
2022,Chancellor Brewington,238
2022,Demie Sumo-Karngbaye,248
2022,Nick Cenacle,180
2022,Tony Grimes Jr.,102
2022,Cedd Seabrough,248
2022,Trey Cooley,210
2022,Chauncey Magwood,202
2022,Jordan Byrd,284
2022,Jay Ducker,218
2022,Ay'Jaun Marshall,114
2022,Vontravious Hall,241
2022,Sammy Wheeler,199
2022,Duece Jones,241
2022,Ja'Quavion Fraziars,163
2022,Scoobie Ford,227
2022,Ty Jones,169
2022,Joshua Nicholson,284
2022,Joey Braasch,351
2022,Jake Orlando,216
2022,BJ Alexander,165
2022,Mason King,254
2022,Eric Marsh,242
2022,Nathaniel Jones,241
2022,Monte Watkins,242
2022,Cam'ron Barfield,121
2022,Jordyn Williams,134
2022,Reggie Virgil,221
2022,Chaese Jackson,160
2022,Isaiah Gash,222
2022,Omari Walker,113
2022,Kwesi Evans,306
2022,Kay'Ron Lynch-Adams,216
2022,Jordan Mosley,227
2022,Jamari Hawkins,218
2022,Jay Barry Jr.,166
2022,Jordan Diaz,306
2022,Nasjzae Bryant-Lelei,180
2022,Jovany Ruiz-Navarro,126
2022,Turon Ivy Jr.,141
2022,Justin Richard Baker,130
2022,Joshua Fleeks,118
2022,DJ Collins,140
2022,Allie Brown,174
2022,Calvin Johnson II,256
2022,Brock Lampe,254
2022,Tyson Thompson,275
2022,Veshe Daniyan,114
2022,Preston Bacon,256
2022,Ike White,225
2022,Javohn Thomas,327
2022,Karch Gardiner,331
2022,Decorion Temple,134
2022,Dre Spriggs,331
2022,J.B. Awolowo,201
2022,Maurice Bellan,114
2022,Connor Welsh,275
2022,Jacob Pasley,165
2022,Alec Ward,134
2022,Zion Steptoe,273
2022,AJ Rollins,238
2022,Joey Bearns III,215
2022,Charles Robinson,315
2022,CJ Tate,262
2022,Maceo Donald,156
2022,Jeremiah Gradowitz,239
2022,Dequan Stanley,327
2022,Leak Bryant,321
2022,Ashton Locklear,248
2022,Cole Dakovich,349
2022,Ryder MacGillivray,329
2022,Preston Jelen,225
2022,Caqavouis Berryhill,327
2022,Campbell Speights,237
2022,Trilion Coles,323
2022,Myles Alston,268
2022,Charlie Norman,209
2022,Rayonte Brown,146
2022,James BlackStrain,176
2022,Blake Gunter,319
2022,Kyrese White,329
2022,Holt Egan,197
2022,Jack Johnson,192
2022,Jadyn Marshall,324
2022,Ben Ford,120
2022,Kody Case,187
2022,Landon Samson,289
2022,Jaquan Lowman,108
2022,Coen Sutton,108
2022,Aramoni Rhone,259
2022,Naran Buntin,201
2022,Jameson Tucker,141
2022,Chip Trayanum,260
2022,Alec Palella,134
2022,JJ Hester,261
2022,Logan Muckey,229
2022,D'Wayne Crawford,206
2022,Reggie Fleurima,256
2022,Jermaine Johnson Jr.,216
2022,Chris Petrucci,256
2023,Ja'Mori Maclin,251
2023,Samuel Brown,182
2023,OJ Hiliare,122
2023,JP Richardson,305
2023,J.Michael Sturdivant,324
2023,Christan Horn,108
2023,Desna Washington,241
2023,Sahmir Hagans,154
2023,Joseph Griffin Jr.,121
2023,Michael Brown Stephens,327
2023,Jairus Mack,136
2023,Moochie Dixon,287
2023,Ray Davis,202
2023,DJ Thomas-Jones,288
2023,Jameson Tucker,141
2023,Nick Cenacle,180
2023,Chuck Montgomery,214
2023,Woody Marks,227
2023,Joshua Nicholson,284
2023,Bradley Rozner,248
2023,Devaughn Mortimer,209
2023,Dash Luke,209
2023,Elijah Smoot,206
2023,Tauskie Dove,218
2023,Kay'Ron Lynch-Adams,216
2023,DJ Collins,248
2023,BJ Alexander,165
2023,Ay'Jaun Marshall,114
2023,Joshua Hardeman,182
2023,JR Wilson,335
2023,Luke Doty,289
2023,Jyzaiah Rockwell,281
2023,Demie Sumo-Karngbaye,202
2023,Trey Cooley,176
2023,Amin Hassan,237
2023,Quaterrius Tolbert,209
2023,Anthony Brown-Stephens,202
2023,Chip Trayanum,260
2023,Duece Jones,241
2023,Solo Vaipulu,180
2023,Monte Watkins,242
2023,Trayv'on Culbert,207
2023,DJ Rogers,305
2023,Brock Lampe,254
2023,Jordan Mosley,227
2023,Decorion Temple,134
2023,Calvin Johnson II,256
2023,Joshua Fleeks,238
2023,Fredrick Moore,222
2023,EJ Wilson Jr.,306
2023,Jovoni Johnson-McCray,275
2023,Malachi Riley,109
2023,Markel Fortenberry,206
2023,Juwaun Price,304
2023,Kyrese White,329
2023,Marquis Taliulu Montgomery,130
2023,Chauncey Magwood,323
2023,Ja'Quavion Fraziars,163
2023,Landan Brown,281
2023,Jake Orlando,126
2023,Reggie Virgil,221
2023,Aidan Mizell,163
2023,Jay Ducker,218
2023,JeyQuan Smith,327
2023,Hahsaun Wilson,136
2023,Joey Bearns III,136
2023,Dee Williams,307
2023,Leon Neal Jr.,341
2023,Frank Covey IV,256
2023,Josh Beetham,222
2023,Austin Terry,120
2023,Reggie Fleurima,256
2023,Cam Vaughn,196
2023,DeAndre Moore Jr.,311
2023,J.C. Sivley,321
2023,Aramoni Rhone,259
2023,Michael Bittner,307
2023,Shelton Sampson Jr.,211
2023,Roger Walters,136
2023,Ronan Hanafin,140
2023,Jalen Vanderbosch,316
2023,Charlie Gordinier,121
2023,Kyle McNamara,330
2023,Antonio Ferguson,156
2023,Makhail Wood,160
2023,Cole Pruett,341
2023,Kejuan Bullard Jr.,285
2023,Que'Sean Brown,154
2023,Colin O'Connor,237
2023,Veshe Daniyan,114
2023,Keith Wheeler II,320
2023,Nick Elksnis,289
2023,Jacob Bostick,192
2023,Cael Vanderbush,192
2023,Richard Rocquemore,251
2023,Jason Thompson,300
2023,Ryder MacGillivray,329
2023,Branden Ganashamoorthy,341
2023,Scott Isacks III,163
2023,Logan Compton,182
2023,Malik Armstrong,254
2023,Caleb Ryan,206
2023,Shawn Miller,187
2023,Dallan Wright,196
2023,Bill Davis,207
2023,Blake Gunter,319
2023,Tyler Griffin,323
2023,Charlie Norman,209
2023,Logan Tanner,284
2023,Fabian France,237
2023,Cam'ron Barfield,121
2023,David Adolph,260
2023,Javieon Butler,296
2023,Don Munnerlyn,316
2023,Ben Rollins,289
2023,Dom Henry,128
2023,Patrick Overmyer,331
2023,Malik Agbo,311
2023,Magnus Geers,241
2023,Misun Kelley,140
2023,Paul Billups II,245
2023,AJ Szymanski,215
2023,Braeden Wisloski,215
2023,Grayson Tempest,320
2023,Jeremiah Gradowitz,239
2023,Elijah Boyd,330
2023,Judah Ezinwa,330
2023,John Barr,209
2023,Treymon Echols,201
2023,Taeshaun Lyons,340
2023,Clyde Curry,113
2023,Tristan Wiley,209
2023,Tyler Evans,343
2023,Bradley Schlom,324
2023,Drayden Dickmann,275
2023,Antwaan Mays,214
2023,Antoine Sullivan,169
2023,Ismael Cisse,300
2023,Montrel Hatten Jr.,265
2023,Myles Alston,263
2023,Camron Heard,262
2023,Trey Weary,307
2023,Shemar Kirk,220
2023,Cort Halsey,245
2023,Luby Maurice Jr.,166
2023,Dylan Redmon,166
2023,Lonnie Adkism,281
2023,Conner Noah,239
2023,Jake Godfrey,241
2023,Nasjzae Bryant-Lelei,180
2023,David Crossan,114
2023,Akalea Kapono,237
2023,Lucas Flores,330
2023,Pearson Baldwin,196
